sequenceID,sd,mean,range_value,abs_skewness,kurtosis,length,sum_diff,variance
329.8.F1,0.142837345,0.029209425,0.687500662,1.682718415,2.764175934,104,8.616470204,0.020402507
33.1.F1,0.087412446,0.019549842,0.951858506,0.198743887,3.789992117,652,40.46622139,0.007640936
33.3.F1,0.245457623,0.123534257,1.074414561,0.040511686,-0.964020248,390,43.73540478,0.060249445
33.6.F1,0.100579197,-0.074061699,0.579589329,0.533320712,-0.154917824,275,17.15272505,0.010116175
33.7.F1,0.108243726,0.21543308,0.640295254,0.79065553,0.77820414,234,21.21462525,0.011716704
330.1.F1,0.271359497,-0.222617109,1.365181293,0.381542021,-1.087023196,409,41.27951697,0.073635976
330.16.F1,0.216781062,-0.080507358,0.92573203,1.672135927,2.078746873,64,5.84336241,0.046994029
330.17.F1,0.185821927,0.149318665,1.039278074,0.844733501,0.122937834,154,13.48033898,0.034529789
331.1.F1,0.264508679,-0.170722094,1.235190773,0.775189909,-0.351346167,408,49.31368766,0.069964842
331.11.F1,0.390015993,-0.104538794,1.411611482,0.573140541,-0.901490389,138,21.84385517,0.152112475
331.12.F1,0.211405666,0.160194837,1.046514795,0.383471653,-0.5194619,183,18.62085622,0.044692356
331.16.F1,0.327006612,-0.358009822,1.225292312,0.068399314,-0.956553887,69,12.2031408,0.106933324
331.17.F1,0.263735476,0.217395252,1.370993654,0.909678677,0.515353077,159,17.85955363,0.069556401
331.2.F1,0.194388268,0.039367928,0.922193201,1.417123233,1.543632655,230,24.91130674,0.037786799
331.2.F1,0.21075322,0.141618032,0.889252934,0.476774817,-0.55353434,83,10.17273,0.04441692
331.4.F1,0.333274688,-0.151093054,1.508146904,0.411179355,-0.198730971,141,24.32707978,0.111072018
331.5.F1,0.257985615,-0.131093638,1.535957043,1.080814625,1.39069909,177,26.44159913,0.066556578
331.6.F1,0.228774064,-0.106339623,1.140704863,1.597637865,2.456350914,143,21.27683257,0.052337572
332.1.F1,0.358598478,-0.085966686,1.860122747,0.558293545,0.26952978,344,84.01294098,0.128592868
332.18.F1,0.241658968,-0.19392591,1.07697778,0.045416288,-0.191773616,53,12.51014709,0.058399057
332.6.F1,0.292421876,-0.398650063,1.221547505,0.076840818,-0.697048539,87,22.20283263,0.085510554
332.7.F1,0.276022258,0.118915225,1.485280442,0.583755288,0.50386377,99,24.61066348,0.076188287
340.1.F1,0.255401793,-0.067606821,1.718161193,1.423614006,2.736231384,469,87.36804944,0.065230076
340.6.F1,0.204699857,-0.013369032,0.923527117,0.396511705,-0.463629933,155,26.13778293,0.041902032
340.9.F1,0.225001969,-0.0729247,1.119259849,0.747733252,0.476301296,113,21.70274547,0.050625886
341.1.F1,0.281500235,-0.020075088,2.028361136,1.019459568,1.54421606,498,93.3428918,0.079242382
349.1.F1,0.229691281,-0.172119466,1.050887423,0.608613197,-0.279285637,310,47.87122124,0.052758085
349.17.F1,0.182013741,0.049201382,1.207082461,0.109897213,2.093863591,126,15.17874829,0.033129002
349.2.F1,0.171611193,0.040988573,0.940450251,0.314725588,0.188289724,128,20.4838802,0.029450402
352.17.F1,0.274196663,0.282549898,1.250214586,0.43304152,-1.026317225,160,17.82649874,0.07518381
352.3.F1,0.211793828,-0.100148869,1.083159497,0.466830599,-0.334280512,158,23.58912526,0.044856626
360.1.F1,0.230574706,-0.105665207,1.205823141,0.089880328,-0.436983597,499,81.19032409,0.053164695
364.2.F1,0.082954635,0.14514946,0.55884966,0.010259433,0.474823338,287,14.51610361,0.006881471
371.1.F1,0.1698354,0.022773803,0.938685027,0.21362353,0.743357491,59,7.547293688,0.028844063
371.14.F1,0.190768603,0.058256405,1.212907213,0.024727106,3.451834332,51,7.469338984,0.03639266
371.17.F1,0.203762277,0.183831962,1.05529568,0.381395629,0.240321871,110,16.07706367,0.041519065
373.14.F1,0.176463796,0.024041054,1.049661928,0.215071296,2.020291427,53,7.056914032,0.031139471
375.1.F1,0.280641723,-0.169341966,2.382642986,1.818509217,6.780106679,316,39.31276249,0.078759777
375.12.F1,0.142992892,0.018182154,0.960829403,0.599075107,1.741114082,154,17.07517693,0.020446967
375.3.F1,0.27982844,-0.209936012,1.137503524,0.554751759,-0.962960675,146,20.15214541,0.078303956
375.4.F1,0.226225827,-0.071459822,1.109255342,1.363621285,1.110503467,99,11.17633091,0.051178125
375.7.F1,0.235728645,0.219174123,1.013175389,0.117633031,-0.999310442,86,10.13630383,0.055567994
378.1.F1,0.316821762,-0.071148789,1.506140229,1.242151781,0.612995154,468,63.42065925,0.100376029
378.1.F1,0.269997565,-0.112004534,1.240385667,1.22996914,1.168760549,142,22.6534474,0.072898685
378.11.F1,0.34382054,-0.214503283,1.250347307,0.458287942,-1.122322782,153,24.3723928,0.118212564
378.7.F1,0.369678675,-0.365103906,1.311461096,0.006541175,-1.437143981,130,24.79332662,0.136662323
39.1.F1,0.15848697,0.339248662,1.254526043,0.074027346,1.491621147,448,38.68593178,0.02511812
39.11.F1,0.306184349,-0.038990455,1.388671489,0.169702728,-0.112780926,141,20.56926859,0.093748856
39.2.F1,0.137328875,0.214939335,0.782873401,0.877915361,1.120248235,88,6.829446647,0.01885922
39.8.F1,0.175256016,0.079207041,0.852442812,0.588085433,0.263556334,122,9.976573034,0.030714671
419.11.F1,0.195629107,-0.097979685,0.88226994,0.08086666,-0.818917796,234,23.71132863,0.038270747
421.5.F1,0.10185845,-0.094651793,0.688560962,0.248931784,0.294717506,306,19.74613777,0.010375144
429.11.F1,0.124025476,-0.057811944,0.736965594,0.331779142,-0.256639384,235,14.67084573,0.015382319
429.17.F1,0.176629796,0.278709175,0.886054766,0.037404265,-0.315492289,248,25.28043523,0.031198085
429.5.F1,0.098585354,0.063951747,0.614995668,0.530856472,0.278140001,305,18.5841627,0.009719072
44.17.F1,0.317643586,0.609656481,1.293913719,1.104721996,-0.349457741,176,16.41257261,0.100897448
44.19.F1,0.220389187,-0.063863508,0.931947618,2.016832715,3.112976184,59,5.466852014,0.048571394
44.3.F1,0.218371742,-0.091355323,1.191969501,2.058430039,3.252354563,218,15.50232151,0.047686218
44.5.F1,0.283051491,-0.127914938,1.74189789,1.631483806,1.655258509,212,20.69509966,0.080118146
44.7.F1,0.217388465,0.262292585,0.727597412,0.360646987,-1.535973358,143,11.34350407,0.047257745
441.11.F1,0.081126541,0.013710539,0.587060967,1.235960094,3.606201556,231,14.23713365,0.006581516
446.1.F1,0.137955377,0.043312405,0.903527233,0.029035118,0.998551422,646,43.63465655,0.019031686
446.1.F1,0.124751208,0.056250974,0.818086648,1.817964999,3.649958005,233,15.04003686,0.015562864
446.11.F1,0.19904639,-0.083728805,0.914395765,0.225066654,-0.74602854,233,21.43107295,0.039619465
446.17.F1,0.134819481,0.150488352,0.728409021,0.706180712,0.075683843,247,19.81192287,0.018176292
446.2.F1,0.136775545,0.074473165,0.783366848,1.392417468,1.374641994,412,26.41846476,0.01870755
446.3.F1,0.10271547,-0.016434169,0.721347633,1.14884801,2.583278945,389,22.69260577,0.010550468
446.8.F1,0.100509912,0.026713986,0.523153704,1.721824478,2.537093213,303,14.68999685,0.010102242
464.2.F1,0.110837162,0.178572669,0.758283211,0.433795741,0.456072493,413,32.45669752,0.012284876
470.1.F1,0.092850663,0.049606441,0.943954858,1.385117657,6.042921717,647,39.63864669,0.008621246
470.17.F1,0.12592302,0.17866693,0.726945639,0.024490694,-0.30929984,248,20.96430591,0.015856607
479.11.F1,0.143321957,-0.010763994,0.70715392,0.663436554,0.088933318,235,18.94748334,0.020541183
479.17.F1,0.133982147,0.162408632,0.575302128,0.470281106,-0.799368036,248,20.15670341,0.017951216
482.5.F1,0.096502352,0.033385441,0.688388052,0.156335487,1.251103229,305,20.50671465,0.009312704
482.8.F1,0.084803428,-0.005876604,0.598372169,0.044251952,0.87034601,303,19.71189834,0.007191621
487.11.F1,0.165178085,-0.121910066,0.819007695,0.346851587,-0.639123485,235,21.75037201,0.0272838
487.17.F1,0.21836862,0.215904417,0.939641037,0.634764408,-0.685846719,248,29.60994126,0.047684854
487.4.F1,0.119624386,-0.069620734,1.012771643,0.204330061,2.274302825,319,28.68159868,0.014309994
487.6.F1,0.111322729,-0.014830404,0.659243299,0.995636223,1.192816219,276,21.95776855,0.01239275
50.13.F1,0.169484521,0.23588936,0.595520692,0.437116306,-1.036426065,89,7.971729292,0.028725003
50.14.F1,0.152351796,-0.136910056,0.791144695,0.602607102,0.297834845,78,6.296394978,0.02321107
50.2.F1,0.130612563,0.04482838,0.734606872,1.816029731,2.549154572,247,13.70460404,0.017059642
50.6.F1,0.096347918,-0.010153136,0.766409372,1.210186664,5.428776389,147,7.881737481,0.009282921
508.1.F1,0.290236018,0.054903374,4.3792,0.659870879,3.608122057,5619,1571.8715,0.084236946
508.2.F1,0.263959446,0.01365699,4.06094,1.025978548,5.325840221,5937,1606.89653,0.069674589
513.7.F1,0.107784472,0.103672542,0.513339573,0.624940907,-0.475022192,233,14.43118326,0.011617493
516.1.F1,0.083884396,-0.058260905,1.064955442,1.887264117,15.30703911,657,36.93680869,0.007036592
516.2.F1,0.075701182,0.031755229,0.433835095,0.600918517,0.170897932,415,24.94787808,0.005730669
522.1.F1,0.081456378,-0.019610127,0.901819606,0.602586613,8.450893074,646,28.97262033,0.006635142
522.11.F1,0.171653227,-0.122019128,0.746482906,0.263249264,-0.997865597,235,17.20131286,0.02946483
522.17.F1,0.206755454,0.258349592,0.862167807,0.185297958,-0.626328421,242,22.28527851,0.042747818
522.21.F1,0.101824712,0.015964901,0.476737244,1.441634505,1.463049001,69,3.046370665,0.010368272
522.3.F1,0.149772159,-0.091684429,0.637145225,0.874095487,-0.578129163,386,22.69890206,0.0224317
522.4.F1,0.113608568,-0.068236501,0.722466024,1.247079634,1.155317531,322,17.62390495,0.012906907
544.17.F1,0.124538613,0.092116569,0.563946906,0.819932596,-0.348058793,249,16.1269423,0.015509866
544.2.F1,0.107648918,0.023141973,0.681121541,0.189453251,0.219696319,416,24.48192613,0.01158829
545.17.F1,0.182374268,0.2516731,0.891333315,0.196149769,-0.685429295,248,24.99032151,0.033260374
57.1.F1,0.153587302,0.032554708,1.621920257,0.605889712,5.927623581,509,50.73797982,0.023589059
57.12.F1,0.289077237,0.138007486,1.38251892,1.326981728,0.724191166,221,26.93267665,0.083565649
57.13.F1,0.207111316,0.070843861,0.889504906,1.037199655,-0.040970058,110,10.43975757,0.042895097
57.14.F1,0.241728953,0.154135926,1.240553827,0.788634233,0.136751374,105,10.36043968,0.058432887
57.16.F1,0.230969774,-0.205846221,0.815223901,0.029243177,-1.532432806,94,8.886471002,0.053347036
57.17.F1,0.187946184,-0.047743393,0.919829651,0.666745616,0.310207834,185,17.46100565,0.035323768
57.5.F1,0.197225533,0.069759682,1.18551934,0.807333444,0.747393618,213,23.13762127,0.038897911
57.7.F1,0.156500157,-0.030890837,0.990461486,1.857278326,4.698179356,148,14.10992348,0.024492299
57.8.F1,0.217408143,-0.145451821,1.005814982,0.388691643,-0.644135925,146,16.63152699,0.047266301
586.1.F1,0.075836587,-0.111938308,0.462372228,0.467750252,0.282421024,652,35.75461583,0.005751188
587.1.F1,0.109962639,0.100495742,0.869483684,0.637450676,1.44600714,652,64.16889768,0.012091782
587.17.F1,0.118306862,0.188404383,0.604757044,0.456753249,-0.093326569,248,23.10284607,0.013996514
591.1.F1,0.290236018,0.054903374,4.3792,0.659870879,3.608122057,5619,1571.8715,0.084236946
592.1.F1,0.106987028,-0.052871096,0.755305978,0.77354957,0.7363523,637,39.80182466,0.011446224
592.2.F1,0.129047939,0.101183692,0.620171749,0.528753701,-0.906472202,413,26.63581633,0.016653371
592.3.F1,0.147582164,-0.108580702,0.736151432,0.330648333,-0.977364651,387,25.7354986,0.021780495
593.11.F1,0.523917305,0.027683354,3.95,0.102859055,-0.379721055,3256,1190.9,0.274489342
66.1.F1,0.09283082,0.026376439,0.743016131,0.129741669,1.388871301,470,30.81926367,0.008617561
66.17.F1,0.189336724,0.438320204,0.850533355,1.201010423,0.263633699,167,13.78872194,0.035848395
66.21.F1,0.237540607,0.35390013,0.716564063,0.499896705,-1.512040732,40,6.252016224,0.05642554
66.5.F1,0.121056875,-0.130117604,0.752375033,0.300888701,0.129234218,195,15.16628604,0.014654767
67.19.F1,0.207886037,-0.084265067,1.210743906,1.005605978,4.420072684,61,6.529277841,0.043216604
79.5.F1,0.253235468,-0.183604293,0.899575694,0.799632242,-1.017818711,165,14.1301182,0.064128202
8.1.F1,0.142458801,0.023391858,1.106272005,1.316029398,6.174651198,409,29.64973686,0.02029451
8.11.F1,0.455090374,-0.028479465,1.617977558,0.202968076,-1.454352702,134,19.50998702,0.207107248
8.12.F1,0.172777795,0.052186529,1.101941168,2.47263098,7.056453734,187,16.35694016,0.029852166
8.17.F1,0.410711765,0.725556837,1.432792245,0.763209125,-0.772469033,154,19.31705262,0.168684154
8.18.F1,0.171032772,0.155195339,0.642545471,0.361160943,-1.395267049,69,4.292163774,0.029252209
8.2.F1,0.134295919,0.034757406,0.885092841,0.85530684,0.806824927,216,15.59588699,0.018035394
8.2.F1,0.180576995,0.194681744,0.760451846,0.32273861,-0.787521725,84,7.157125689,0.032608051
8.7.F1,0.283995738,0.283925214,1.460670728,2.744065012,7.04825731,95,9.785627394,0.080653579
9.1.F1,0.316328406,-0.143369636,5.496395691,7.345423389,114.9942786,506,65.74073007,0.100063661
91.12.F1,0.295216144,0.222873247,1.458359116,0.726863729,-0.659068357,175,20.36974794,0.087152571
91.17.F1,0.283469062,0.214246188,1,1.095244106,-0.370065044,158,15.51026099,0.080354709
91.7.F1,0.169281358,0.117558131,0.685541273,0.680929549,-0.820919598,115,10.86535558,0.028656178
91.X.F1,0.256591897,0.294222073,1.263681499,0.126285807,-0.713729608,115,17.70107888,0.065839401
94.11.F1,0.279785986,-0.120507538,1.024,0.371076465,-1.231683691,199,20.473,0.078280198
94.16.F1,0.140468747,0.061291667,0.648,1.50249018,1.534027208,120,7.803,0.019731469
94.17.F1,0.304550999,0.181327128,1.455,1.217584989,0.330305647,188,22.622,0.092751311
94.3.F1,0.206473565,-0.116354086,0.885,0.926985503,-0.499512013,257,22.694,0.042631333
94.4.F1,0.172608032,-0.111544118,0.781,1.21023507,0.406716496,238,19.076,0.029793533
96.1.F1,0.064817939,-0.075911599,0.43488612,0.456224297,0.915027935,234,11.75033288,0.004201365
96.14.F1,0.094477376,-0.189580213,0.482392767,0.073152845,0.02073367,154,10.30076281,0.008925975
1.1.F2,0.183430935,0.313450826,1.354228587,2.207026202,7.508871207,474,42.0822659,0.033646908
1.11.F2,0.263227652,0.092563047,0.931738882,0.148131168,-1.487185175,155,18.88319703,0.069288797
1.15.F2,0.186725237,-0.119022853,1.178471798,1.731409677,5.540866606,79,10.13750615,0.034866314
1.6.F2,0.212939995,-0.080282205,0.966269143,0.287526183,-0.943569913,163,19.488164,0.045343442
1.9.F2,0.229760124,-0.120553152,1.163706479,0.607609007,-0.106405665,118,13.04867167,0.052789715
106.11.F2,0.349948735,-0.042464824,1.416,0.007766193,-1.331131804,199,28.222,0.122464117
106.17.F2,0.336058526,0.251324468,1.208,1.003539173,-0.467131059,188,23.986,0.112935333
106.5.F2,0.111055415,-0.042860026,1.206,1.535850239,15.42684545,256,17.81233333,0.012333305
106.6.F2,0.116411661,-0.006302691,0.784,0.377099168,0.182334069,223,18.998,0.013551675
106.9.F2,0.111505032,-0.056623529,0.659,1.40740592,3.469968897,170,12.168,0.012433372
109.2.F2,0.12212036,0.157125261,0.864398513,0.007406279,0.531384481,414,39.81337563,0.014913382
109.8.F2,0.095579003,-0.086290219,0.478653599,0.10855994,-0.976477604,303,18.28218221,0.009135346
11.1.F2,0.246537073,0.169974487,1.463780728,1.452575539,2.134538441,495,64.87634407,0.060780529
11.4.F2,0.153355894,-0.04004588,1.001247467,2.023895639,5.833437407,178,18.32311858,0.02351803
12.1.F2,0.118398515,0.010348598,1.086,0.686978597,7.478288635,535,30.841,0.014018208
12.11.F2,0.335416648,-0.055135678,1.17,0.26312904,-1.471690985,199,24.264,0.112504327
12.17.F2,0.313618542,0.370797872,1.115,0.158905426,-1.284841056,188,26.047,0.09835659
12.2.F2,0.160868057,0.090824825,0.634,0.688109383,-0.944827973,333,20.90133333,0.025878532
12.6.F2,0.139939457,0.066183857,0.963,0.724550903,0.325459221,223,16.654,0.019583052
12.X.F2,0.186743666,-0.242772727,0.876,0.214531574,-0.989709314,187,18.231,0.034873197
128.12.F2,0.14277425,0.140577384,0.567201062,0.076653918,-1.315557525,190,16.05562426,0.020384486
128.17.F2,0.33082341,0.222014972,1.139634536,0.820140245,-0.885441016,143,16.67666668,0.109444129
128.2.F2,0.123964967,0.057475234,0.569639831,1.355940185,0.850957855,243,14.68622984,0.015367313
128.3.F2,0.206327736,-0.139716276,0.813470091,0.941163838,-0.388904183,171,22.00669855,0.042571135
128.6.F2,0.134329326,0.090188619,0.502773191,0.722171245,-0.842597157,149,9.838651572,0.018044368
138.1.F2,0.134381516,0.037759641,0.738398616,0.165750143,-0.481855345,650,65.15129778,0.018058392
139.3.F2,0.103716966,-0.132066929,0.519,0.87812355,0.220557658,254,13.909,0.010757209
139.4.F2,0.063819684,0.007051502,0.593,2.116498766,9.432821576,233,9.986,0.004072952
139.7.F2,0.236119875,0.219726776,1.12,0.708016551,-0.642373969,183,15.722,0.055752595
145.1.F2,0.126380746,-0.029941828,0.933186648,2.299539461,6.29876491,409,22.17738505,0.015972093
145.17.F2,0.234338692,0.312901071,0.847148512,0.015004495,-1.372739985,155,13.23896936,0.054914622
145.19.F2,0.138019942,-0.033895351,0.535921633,1.297562395,0.645579595,39,2.560138201,0.019049504
145.2.F2,0.137556093,0.048883583,0.802767653,1.344345505,1.130400356,218,13.5274544,0.018921679
145.3.F2,0.201056489,-0.134098957,1.034417597,0.916317125,-0.12175863,161,13.13668281,0.040423712
145.4.F2,0.133886998,-0.063395523,0.766409372,2.040090664,4.875600174,135,8.560242221,0.017925728
145.6.F2,0.195983868,-0.149589251,0.771058793,0.628305837,-1.154072394,127,9.593355351,0.038409677
145.7.F2,0.165312834,0.204517413,0.949678415,0.183641057,-0.102650944,95,6.763655146,0.027328333
149.1.F2,0.062532469,0.008942108,0.838397841,0.073252731,13.90030923,508,22.41218054,0.00391031
149.11.F2,0.200948621,-0.188048227,0.751665041,0.16214417,-1.51091356,172,13.61222771,0.040380348
149.2.F2,0.09413759,0.050213428,0.767292523,0.376509828,1.360219589,294,15.99031978,0.008861886
149.6.F2,0.148136576,0.085900931,0.548813497,0.83282586,-0.810365291,182,9.369050866,0.021944445
153.11.F2,0.158360669,-0.076185319,0.940905252,1.451691493,3.210923252,145,17.14924138,0.025078101
153.17.F2,0.161679823,0.141696363,0.893523372,0.94269761,0.719425266,154,17.71878169,0.026140365
153.18.F2,0.142055643,0.071002045,0.76900586,0.228453781,0.368151489,76,7.285418554,0.020179806
153.2.F2,0.162960711,0.055710966,0.966397342,1.395151461,2.068556942,247,23.37866872,0.026556193
153.4.F2,0.167118571,-0.112719386,0.967723597,1.236016373,1.666539154,154,18.51631919,0.027928617
153.7.F2,0.146414421,-0.032858137,0.97735916,2.138692999,6.994197278,116,12.97921266,0.021437183
162.1.F2,0.085870991,-0.007472595,0.848920527,1.844990203,9.946151403,451,24.97955,0.007373827
162.11.F2,0.206441053,-0.135770405,1.030873665,0.815134498,0.102524239,136,15.4421285,0.042617908
162.17.F2,0.226485378,0.114394935,0.864460218,1.053280517,-0.101933033,147,15.83099841,0.051295626
162.19.F2,0.187202242,-0.099172649,0.751154783,0.849296226,-0.118683584,42,4.280307407,0.035044679
162.22.F2,0.123466684,0.072950919,0.629135326,0.88476419,0.765895128,73,5.896480562,0.015244022
162.3.F2,0.221714752,-0.04261466,0.998898286,0.626568096,-0.298871208,172,17.52649138,0.049157431
162.5.F2,0.162592998,-0.067076653,0.948072208,1.721944987,2.752096286,189,14.59399059,0.026436483
162.7.F2,0.149282068,0.12961011,0.602929047,0.667317303,-0.56526703,115,10.75781589,0.022285136
162.8.F2,0.126289041,-0.05507901,0.634005124,1.458190357,1.971206795,121,8.292322395,0.015948922
17.1.F2,0.09489966,0.054407259,0.595367255,0.360549347,-0.2418346,466,23.73485833,0.009005945
17.11.F2,0.156841424,-0.071989619,0.679018245,0.079530415,-0.570539725,150,12.29721031,0.024599232
172.1.F2,0.084595824,0.000700935,0.523,0.860961219,1.032746748,535,33.852,0.007156453
172.17.F2,0.123604905,0.065300532,0.663,0.85677923,0.259210615,188,13.928,0.015278173
172.3.F2,0.106832422,-0.058389105,0.459,0.722092831,-0.696154824,257,15.523,0.011413166
172.4.F2,0.08649517,-0.011565126,0.447,1.051113901,0.566648325,238,14.753,0.007481414
173.11.F2,0.162346898,-0.166649566,0.608133349,0.504483971,-1.0988139,135,10.63877914,0.026356515
173.15.F2,0.168380492,-0.085222658,0.704821959,0.910430065,-0.322140923,67,5.285072468,0.02835199
173.16.F2,0.170603381,-0.196836965,0.581642142,0.091788516,-1.517094157,71,4.952769752,0.029105514
173.19.F2,0.145104465,-0.052756515,0.681747563,0.94389244,1.784761878,39,4.006661946,0.021055306
173.4.F2,0.138442488,-0.097292142,0.798315267,0.980456986,1.557913592,134,10.40087618,0.019166322
173.8.F2,0.159365427,0.018330916,1.176171032,0.800680183,4.482472945,102,10.22171564,0.025397339
188.1.F2,0.168968645,0.075679439,0.81,0.794406052,-0.682525835,535,39.454,0.028550403
188.2.F2,0.175970781,0.050499799,0.831,1.53300562,1.171809173,332,22.50486667,0.030965716
188.3.F2,0.255977002,-0.206955253,1.294,0.716284824,-0.519627935,257,28.296,0.065524226
188.6.F2,0.153772545,0.221426009,0.57,0.64501502,-0.8692957,223,19.919,0.023645996
188.9.F2,0.160222902,0.045217647,0.615,1.130648394,-0.001492075,170,12.581,0.025671378
189.1.F2,0.109447941,0.000923471,1.312768096,1.015815157,7.250513962,652,40.61571378,0.011978852
189.11.F2,0.310356421,0.013547312,1.284856508,0.116294263,-1.28603453,235,29.83959554,0.096321108
189.15.F2,0.169501682,-0.079231763,0.816146906,1.366680954,1.495812603,136,11.7403891,0.02873082
189.17.F2,0.264580448,0.237247174,1.033869575,0.579085518,-1.029333237,248,22.86136248,0.070002813
189.18.F2,0.114931823,0.16674004,0.487715004,1.143506888,0.172185356,129,7.005290664,0.013209324
189.2.F2,0.096455722,0.005759943,0.981756026,1.981904587,11.75253485,414,23.90243639,0.009303706
189.2.F2,0.171714747,0.309642675,0.789041499,0.82649017,-0.150248185,138,11.14676145,0.029485954
189.3.F2,0.130976568,-0.046045804,0.857356407,1.292515087,2.491734308,390,23.1930662,0.017154861
189.5.F2,0.129714429,0.110933701,0.671655163,0.0585926,-1.119191651,306,19.24720945,0.016825833
189.X.F2,0.126166644,-0.061640697,0.744486864,1.507683262,2.123233323,227,11.67930495,0.015918022
2.1.F2,0.398834862,-0.440016477,1.246639968,0.102669208,-1.719446978,496,56.84127479,0.159069247
2.19.F2,0.249703361,-0.203150614,1.00386609,1.332044532,0.722056036,60,7.382830952,0.062351769
20003.2.F2,0.22107504,0.016834269,4.518658,5.179253932,48.43604465,22215,3071.923598,0.048874173
20005.2.F2,0.391234546,-0.099072149,5.729333,0.812030958,6.909861169,22215,4055.321362,0.15306447
20005.3.F2,0.264839003,0.100447551,5.150015,1.108787672,10.16739309,18380,3214.5162,0.070139698
20033.11.F2,0.260434066,-0.024663096,3.566485,0.472565549,1.588268326,13306,2473.805307,0.067825903
20052.3.F2,0.166876286,-0.007411085,5.975895,0.746196932,37.08732995,18380,3034.03907,0.027847695
20082.22.F2,0.557205287,0.108576682,5.072899677,0.343761115,0.605459693,24484,14275.16676,0.310477732
20090.2.F2,0.59078367,0.011475568,6.498874695,0.459739015,0.739343516,43628,27744.8277,0.349025344
20092.19.F2,0.649637804,-0.202260107,6.376436536,0.335766329,0.418325356,30299,20641.19169,0.422029276
20105.22.F2,0.579197354,-0.048308015,5.567681973,0.324617478,0.566313029,24484,15380.11111,0.335469575
20108.2.F2,0.566852189,-0.000557016,6.103564095,0.373625354,0.55250951,43628,26527.12464,0.321321404
20109.2.F2,0.582155677,0.027101941,5.36322274,0.401296607,0.520273568,43628,27424.21083,0.338905232
20118.2.F2,0.261209432,0.016630291,4.731546,4.277277784,28.26889726,22215,3241.299459,0.068230367
20119.2.F2,0.298331,-0.019231648,3.881689,3.048416609,15.94690289,22215,4517.300139,0.089001385
20121.14.F2,0.288022583,-0.009818504,2.933296,0.379311481,0.243678505,8181,1437.06514,0.082957008
20121.7.F2,0.179158017,0.182533034,2.856577,0.13745989,2.750857617,13934,2241.290605,0.032097595
20124.1.F2,0.276067076,-0.114463538,3.004221,0.99071501,0.99904079,19871,3236.097825,0.07621303
20124.16.F2,0.280317132,-0.151508451,3.027251,0.874330625,0.968483683,7024,1211.088065,0.078577695
20124.2.F2,0.255445756,0.073779481,2.832792,0.923795859,1.389658306,22215,3344.563685,0.065252534
20124.3.F2,0.289141762,0.148761457,2.643771,0.565071,-0.085535464,18380,2811.351213,0.083602959
20129.2.F2,0.334766859,0.002124379,5.99333,0.031318979,1.055016409,41831,15085.76836,0.11206885
20133.X.F2,0.271975206,-0.653762649,3.249,0.968113708,2.41847496,3775,911.3,0.073970513
20134.X.F2,0.39367375,-0.481918675,3.501,0.414803401,-0.292942463,3775,856.576,0.154979022
20135.14.F2,0.240141637,-0.046798186,2.616,0.139585132,2.099078956,2205,557.83,0.057668006
20136.17.F2,0.27470507,-0.049190746,3.098,1.852475705,6.519495448,1945,481.289,0.075462876
20138.1.F2,0.300777055,0.213222637,3.87,1.260226997,4.787752555,5619,1584.951,0.090466837
20139.12.F2,0.254843721,0.012919668,2.087,0.760402358,2.126255884,3249,861.016,0.064945322
20139.16.F2,0.29167871,-0.029710123,2.742,1.094238635,3.622089133,1956,549.09,0.08507647
20139.17.F2,0.537064959,-0.34887455,2.791,0.610225162,-0.392588993,1945,598.988,0.28843877
20139.3.F2,0.401712233,-0.237170029,5.525,0.169511819,0.560735875,4858,1256.435,0.161372718
20139.4.F2,0.245213128,0.055352803,4.843,0.154827065,12.335538,4674,1184.13,0.060129478
20139.5.F2,0.247325496,0.049021224,2.59,0.825535903,3.049266743,4429,1144.036,0.061169901
20140.14.F2,0.209812893,-0.0168839,2.451,0.195107669,3.264808474,2205,447.446,0.04402145
20140.15.F2,0.220281631,-0.044407953,2.514,0.480638159,2.422531729,2037,451.615,0.048523997
20141.12.F2,0.221861661,0.022799015,2.465,0.741957455,2.854566209,3249,761.401,0.049222597
20141.14.F2,0.24176176,0.035144218,4.404,1.226621571,14.63170768,2205,550.539,0.058448749
20141.5.F2,0.212220527,0.037310002,2.583,0.866847708,3.716071281,4429,1000.728,0.045037552
20142.18.F2,0.239386625,0.442709383,1.853,0.613934666,1.201072365,1865,390.574,0.057305956
20142.22.F2,0.239578245,0.028718391,3.02,0.381611181,7.442706049,870,198.268,0.057397735
20143.X.F2,0.333588989,-0.636635232,5.548,0.407132192,4.308263468,3775,1205.5,0.111281613
20144.14.F2,0.210816483,-0.225312472,2.597,0.103314359,2.840465689,2205,486.86,0.04444359
20144.9.F2,0.218379908,0.019526892,2.344,0.551625803,1.91051438,3012,666.276,0.047689784
20145.1.F2,0.168720991,0.020778786,2.46,0.637090712,4.072129668,5619,988.757,0.028466773
20145.1.F2,0.161168013,0.011637496,1.551,0.576289474,1.798462672,3291,571.808,0.025975128
20145.12.F2,0.162317203,0.008326562,2.192,0.520957661,3.096674682,3249,567.711,0.026346875
20145.14.F2,0.171514145,0.011632653,2.589,0.044079769,4.985965541,2205,390.355,0.029417102
20145.4.F2,0.167773861,0.038165169,3.281,0.036414255,8.97448544,4674,819.329,0.028148069
20145.8.F2,0.162741717,0.021510674,2.533,0.562748377,4.060541966,3560,612.201,0.026484866
