sequenceID,min.log.lambda,max.log.lambda
587.17.F2,-1.151292546,-1.151292546
591.1.F2,0,2.302585093
592.1.F2,-3.453877639,inf
592.2.F2,-2.302585093,1.151292546
592.3.F2,-2.302585093,inf
593.11.F2,1.151292546,5.756462732
66.1.F2,-1.151292546,-1.151292546
66.17.F2,-2.302585093,1.151292546
66.21.F2,-2.302585093,0
66.5.F2,-3.453877639,0
67.19.F2,-3.453877639,0
79.5.F2,-2.302585093,1.151292546
8.1.F2,-2.302585093,0
8.11.F2,0,2.302585093
8.12.F2,-1.151292546,1.151292546
8.17.F2,0,2.302585093
8.18.F2,-3.453877639,0
8.2.F2,-1.151292546,0
8.2.F2,-1.151292546,0
8.7.F2,-2.302585093,1.151292546
9.1.F2,0,2.302585093
91.12.F2,0,2.302585093
91.17.F2,-1.151292546,2.302585093
91.7.F2,-3.453877639,0
91.X.F2,-1.151292546,1.151292546
94.11.F2,-2.302585093,2.302585093
94.16.F2,-1.151292546,0
94.17.F2,0,2.302585093
94.3.F2,-2.302585093,1.151292546
94.4.F2,-2.302585093,1.151292546
96.1.F2,-3.453877639,inf
96.14.F2,-2.302585093,inf
